 Tempo totale (Ma):   0.000000
  Elemento    Coordinata X    Coordinata Y         Hr       Cond.   Densità         Cp           alpha       Pressione  Pressione lito  Temperatura      Divergenza   Shear Heating     Ad. Heating
       188          1.3750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.75000          0.0000           0.0000     0.26960E-15     0.15125          0.0000    
       189          1.4250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.85000          0.0000           0.0000     0.97079E-15     0.15125          0.0000    
       190          1.4750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.95000          0.0000           0.0000     0.10551E-14     0.15125          0.0000    
       191          1.5250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.0500          0.0000           0.0000     0.54400E-15     0.15125          0.0000    
       192          1.5750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.1500          0.0000           0.0000     0.51609E-15     0.15125          0.0000    
       193          1.6250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.2500          0.0000           0.0000     0.87239E-15     0.15125          0.0000    
       194          1.6750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.3500          0.0000           0.0000     0.80467E-15     0.15125          0.0000    
       195          1.7250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.4500          0.0000           0.0000     0.80158E-15     0.15125          0.0000    
       196          1.7750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.5500          0.0000           0.0000     0.91884E-15     0.15125         -0.0000    
       197          1.8250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.6500          0.0000           0.0000     0.76872E-15     0.15125         -0.0000    
       198          1.8750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.7500          0.0000           0.0000     0.10597E-14     0.15125         -0.0000    
       199          1.9250          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.8500          0.0000           0.0000     0.54837E-15     0.15125         -0.0000    
       200          1.9750          0.2250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.9250          0.0000           0.0000     0.17537E-14     0.15125         -0.0000    
       201          0.0250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.9250          1.9250           0.0000    -0.36217E-14     0.10125         -0.0000    
       202          0.0750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.8500          1.8500           0.0000    -0.76265E-15     0.10125          0.0000    
       203          0.1250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.7500          1.7500           0.0000    -0.52739E-15     0.10125          0.0000    
       204          0.1750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.6500          1.6500           0.0000    -0.19210E-14     0.10125         -0.0000    
       205          0.2250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.5500          1.5500           0.0000     0.48626E-15     0.10125         -0.0000    
       206          0.2750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.4500          1.4500           0.0000    -0.13354E-14     0.10125         -0.0000    
       207          0.3250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.3500          1.3500           0.0000    -0.96303E-15     0.10125         -0.0000    
       208          0.3750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.2500          1.2500           0.0000    -0.32858E-14     0.10125         -0.0000    
       209          0.4250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.1500          1.1500           0.0000    -0.48354E-15     0.10125         -0.0000    
       210          0.4750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000          1.0500          1.0500           0.0000    -0.11848E-14     0.10125          0.0000    
       211          0.5250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.95000         0.95000           0.0000    -0.18706E-14     0.10125         -0.0000    
       212          0.5750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.85000         0.85000           0.0000    -0.63712E-15     0.10125         -0.0000    
       213          0.6250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.75000         0.75000           0.0000    -0.16015E-14     0.10125         -0.0000    
       214          0.6750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.65000         0.65000           0.0000    -0.41171E-16     0.10125         -0.0000    
       215          0.7250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.55000         0.55000           0.0000    -0.18743E-14     0.10125         -0.0000    
       216          0.7750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.45000         0.45000           0.0000    -0.38784E-15     0.10125         -0.0000    
       217          0.8250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.35000         0.35000           0.0000    -0.58094E-15     0.10125         -0.0000    
       218          0.8750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.25000         0.25000           0.0000    -0.22341E-15     0.10125         -0.0000    
       219          0.9250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.15000         0.15000           0.0000    -0.84911E-15     0.10125         -0.0000    
       220          0.9750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         0.50000E-01     0.50000E-01       0.0000    -0.37866E-15     0.10125         -0.0000    
       221          1.0250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.50000E-01      0.0000           0.0000     0.19299E-14     0.10125         -0.0000    
       222          1.0750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.15000          0.0000           0.0000     0.10314E-14     0.10125         -0.0000    
       223          1.1250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.25000          0.0000           0.0000     0.51013E-15     0.10125         -0.0000    
       224          1.1750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.35000          0.0000           0.0000    -0.60700E-15     0.10125         -0.0000    
       225          1.2250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.45000          0.0000           0.0000     0.88929E-15     0.10125         -0.0000    
       226          1.2750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.55000          0.0000           0.0000    -0.38918E-15     0.10125          0.0000    
       227          1.3250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.65000          0.0000           0.0000     0.10803E-15     0.10125          0.0000    
       228          1.3750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.75000          0.0000           0.0000     0.25772E-15     0.10125          0.0000    
       229          1.4250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.85000          0.0000           0.0000     0.13741E-14     0.10125          0.0000    
       230          1.4750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.95000          0.0000           0.0000    -0.25082E-15     0.10125          0.0000    
       231          1.5250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.0500          0.0000           0.0000     0.16739E-14     0.10125          0.0000    
       232          1.5750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.1500          0.0000           0.0000     0.33409E-15     0.10125          0.0000    
       233          1.6250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.2500          0.0000           0.0000     0.60681E-15     0.10125          0.0000    
       234          1.6750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.3500          0.0000           0.0000     0.17808E-14     0.10125          0.0000    
       235          1.7250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.4500          0.0000           0.0000     0.67302E-15     0.10125          0.0000    
       236          1.7750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.5500          0.0000           0.0000     0.23758E-15     0.10125          0.0000    
       237          1.8250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.6500          0.0000           0.0000     0.12267E-14     0.10125         -0.0000    
       238          1.8750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.7500          0.0000           0.0000     0.48925E-15     0.10125         -0.0000    
       239          1.9250          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.8500          0.0000           0.0000     0.94326E-15     0.10125         -0.0000    
       240          1.9750          0.2750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.9250          0.0000           0.0000     0.88255E-15     0.10125         -0.0000    
       241          0.0250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.9250          1.9250           0.0000    -0.11211E-14     0.61250E-01     -0.0000    
       242          0.0750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.8500          1.8500           0.0000    -0.14146E-14     0.61250E-01      0.0000    
       243          0.1250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.7500          1.7500           0.0000    -0.95913E-15     0.61250E-01      0.0000    
       244          0.1750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.6500          1.6500           0.0000    -0.14732E-14     0.61250E-01      0.0000    
       245          0.2250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.5500          1.5500           0.0000    -0.43468E-15     0.61250E-01     -0.0000    
       246          0.2750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.4500          1.4500           0.0000    -0.14209E-14     0.61250E-01     -0.0000    
       247          0.3250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.3500          1.3500           0.0000    -0.93043E-15     0.61250E-01     -0.0000    
       248          0.3750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.2500          1.2500           0.0000    -0.29412E-14     0.61250E-01     -0.0000    
       249          0.4250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.1500          1.1500           0.0000     0.12120E-15     0.61250E-01     -0.0000    
       250          0.4750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000          1.0500          1.0500           0.0000    -0.14335E-14     0.61250E-01     -0.0000    
       251          0.5250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.95000         0.95000           0.0000    -0.16464E-14     0.61250E-01     -0.0000    
       252          0.5750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.85000         0.85000           0.0000    -0.12327E-14     0.61250E-01     -0.0000    
       253          0.6250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.75000         0.75000           0.0000    -0.11928E-14     0.61250E-01     -0.0000    
       254          0.6750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.65000         0.65000           0.0000    -0.57223E-15     0.61250E-01     -0.0000    
       255          0.7250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.55000         0.55000           0.0000    -0.13218E-14     0.61250E-01     -0.0000    
       256          0.7750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.45000         0.45000           0.0000    -0.93196E-15     0.61250E-01     -0.0000    
       257          0.8250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.35000         0.35000           0.0000     0.42145E-15     0.61250E-01     -0.0000    
       258          0.8750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.25000         0.25000           0.0000    -0.11142E-14     0.61250E-01     -0.0000    
       259          0.9250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.15000         0.15000           0.0000     0.69541E-16     0.61250E-01     -0.0000    
       260          0.9750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         0.50000E-01     0.50000E-01       0.0000     0.40553E-15     0.61250E-01     -0.0000    
       261          1.0250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.50000E-01      0.0000           0.0000     0.86918E-15     0.61250E-01     -0.0000    
       262          1.0750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.15000          0.0000           0.0000     0.13644E-14     0.61250E-01     -0.0000    
       263          1.1250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.25000          0.0000           0.0000    -0.32550E-15     0.61250E-01     -0.0000    
       264          1.1750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.35000          0.0000           0.0000    -0.30030E-15     0.61250E-01     -0.0000    
       265          1.2250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.45000          0.0000           0.0000     0.10678E-14     0.61250E-01     -0.0000    
       266          1.2750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.55000          0.0000           0.0000    -0.79827E-16     0.61250E-01      0.0000    
       267          1.3250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.65000          0.0000           0.0000     0.18006E-15     0.61250E-01      0.0000    
       268          1.3750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.75000          0.0000           0.0000     0.94838E-15     0.61250E-01      0.0000    
       269          1.4250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.85000          0.0000           0.0000     0.98012E-15     0.61250E-01      0.0000    
       270          1.4750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.95000          0.0000           0.0000    -0.29554E-15     0.61250E-01      0.0000    
       271          1.5250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.0500          0.0000           0.0000     0.14704E-14     0.61250E-01      0.0000    
       272          1.5750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.1500          0.0000           0.0000    -0.23608E-15     0.61250E-01      0.0000    
       273          1.6250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.2500          0.0000           0.0000     0.12701E-14     0.61250E-01      0.0000    
       274          1.6750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.3500          0.0000           0.0000     0.84378E-15     0.61250E-01      0.0000    
       275          1.7250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.4500          0.0000           0.0000     0.10075E-14     0.61250E-01      0.0000    
       276          1.7750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.5500          0.0000           0.0000    -0.35753E-15     0.61250E-01      0.0000    
       277          1.8250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.6500          0.0000           0.0000     0.11729E-14     0.61250E-01     -0.0000    
       278          1.8750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.7500          0.0000           0.0000     0.41940E-15     0.61250E-01     -0.0000    
       279          1.9250          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.8500          0.0000           0.0000     0.12320E-14     0.61250E-01     -0.0000    
       280          1.9750          0.3250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.9250          0.0000           0.0000    -0.23750E-15     0.61250E-01      0.0000    
       281          0.0250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.9250          1.9250           0.0000    -0.13134E-14     0.31250E-01     -0.0000    
       282          0.0750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.8500          1.8500           0.0000    -0.44881E-15     0.31250E-01     -0.0000    
       283          0.1250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.7500          1.7500           0.0000     0.31919E-16     0.31250E-01      0.0000    
       284          0.1750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.6500          1.6500           0.0000    -0.17665E-14     0.31250E-01      0.0000    
       285          0.2250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.5500          1.5500           0.0000    -0.33906E-15     0.31250E-01     -0.0000    
       286          0.2750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.4500          1.4500           0.0000    -0.17209E-15     0.31250E-01     -0.0000    
       287          0.3250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.3500          1.3500           0.0000    -0.90025E-15     0.31250E-01     -0.0000    
       288          0.3750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.2500          1.2500           0.0000    -0.98611E-15     0.31250E-01     -0.0000    
       289          0.4250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.1500          1.1500           0.0000    -0.33592E-15     0.31250E-01     -0.0000    
       290          0.4750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000          1.0500          1.0500           0.0000    -0.15151E-14     0.31250E-01     -0.0000    
       291          0.5250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.95000         0.95000           0.0000    -0.68327E-15     0.31250E-01     -0.0000    
       292          0.5750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.85000         0.85000           0.0000     0.28542E-15     0.31250E-01     -0.0000    
       293          0.6250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.75000         0.75000           0.0000    -0.12242E-14     0.31250E-01     -0.0000    
       294          0.6750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.65000         0.65000           0.0000     0.33344E-15     0.31250E-01     -0.0000    
       295          0.7250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.55000         0.55000           0.0000    -0.28575E-15     0.31250E-01     -0.0000    
       296          0.7750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.45000         0.45000           0.0000    -0.48477E-15     0.31250E-01     -0.0000    
       297          0.8250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.35000         0.35000           0.0000    -0.24928E-15     0.31250E-01     -0.0000    
       298          0.8750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.25000         0.25000           0.0000    -0.55309E-15     0.31250E-01     -0.0000    
       299          0.9250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.15000         0.15000           0.0000    -0.13354E-14     0.31250E-01     -0.0000    
       300          0.9750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         0.50000E-01     0.50000E-01       0.0000    -0.15309E-15     0.31250E-01     -0.0000    
       301          1.0250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.50000E-01      0.0000           0.0000     0.18247E-14     0.31250E-01     -0.0000    
       302          1.0750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.15000          0.0000           0.0000     0.78034E-15     0.31250E-01     -0.0000    
       303          1.1250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.25000          0.0000           0.0000    -0.71632E-16     0.31250E-01     -0.0000    
       304          1.1750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.35000          0.0000           0.0000    -0.95814E-15     0.31250E-01     -0.0000    
       305          1.2250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.45000          0.0000           0.0000     0.42308E-15     0.31250E-01     -0.0000    
       306          1.2750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.55000          0.0000           0.0000     0.91611E-15     0.31250E-01      0.0000    
       307          1.3250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.65000          0.0000           0.0000     0.88923E-15     0.31250E-01      0.0000    
       308          1.3750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.75000          0.0000           0.0000     0.10059E-14     0.31250E-01      0.0000    
       309          1.4250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.85000          0.0000           0.0000    -0.41059E-15     0.31250E-01      0.0000    
       310          1.4750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000        -0.95000          0.0000           0.0000     0.90109E-15     0.31250E-01      0.0000    
       311          1.5250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.0500          0.0000           0.0000     0.27196E-15     0.31250E-01      0.0000    
       312          1.5750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.1500          0.0000           0.0000     0.25263E-15     0.31250E-01      0.0000    
       313          1.6250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.2500          0.0000           0.0000     0.13547E-14     0.31250E-01      0.0000    
       314          1.6750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.3500          0.0000           0.0000     0.10948E-17     0.31250E-01      0.0000    
       315          1.7250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.4500          0.0000           0.0000     0.14165E-14     0.31250E-01      0.0000    
       316          1.7750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.5500          0.0000           0.0000     0.83030E-16     0.31250E-01      0.0000    
       317          1.8250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.6500          0.0000           0.0000     0.16819E-14     0.31250E-01      0.0000    
       318          1.8750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.7500          0.0000           0.0000     0.28666E-14     0.31250E-01      0.0000    
       319          1.9250          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.8500          0.0000           0.0000     0.74604E-15     0.31250E-01      0.0000    
       320          1.9750          0.3750     0.0000     4.1500     1.0000     1.0000      0.0000         -1.9250          0.0000           0.0000     0.21509E-15     0.31250E-01      0.0000    
       321          0.0250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.9250          1.9250           0.0000    -0.65312E-15     0.11250E-01      0.0000    
       322          0.0750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.8500          1.8500           0.0000    -0.82060E-15     0.11250E-01      0.0000    
       323          0.1250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.7500          1.7500           0.0000    -0.26836E-15     0.11250E-01      0.0000    
       324          0.1750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.6500          1.6500           0.0000    -0.12076E-14     0.11250E-01      0.0000    
       325          0.2250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.5500          1.5500           0.0000    -0.57293E-15     0.11250E-01     -0.0000    
       326          0.2750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.4500          1.4500           0.0000    -0.37660E-15     0.11250E-01     -0.0000    
       327          0.3250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.3500          1.3500           0.0000    -0.79446E-15     0.11250E-01     -0.0000    
       328          0.3750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.2500          1.2500           0.0000     0.76400E-15     0.11250E-01     -0.0000    
       329          0.4250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.1500          1.1500           0.0000    -0.21415E-14     0.11250E-01     -0.0000    
       330          0.4750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000          1.0500          1.0500           0.0000    -0.14647E-14     0.11250E-01     -0.0000    
       331          0.5250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.95000         0.95000           0.0000    -0.27881E-15     0.11250E-01     -0.0000    
       332          0.5750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.85000         0.85000           0.0000    -0.25115E-15     0.11250E-01     -0.0000    
       333          0.6250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.75000         0.75000           0.0000     0.25475E-15     0.11250E-01     -0.0000    
       334          0.6750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.65000         0.65000           0.0000     0.46331E-15     0.11250E-01     -0.0000    
       335          0.7250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.55000         0.55000           0.0000    -0.10151E-14     0.11250E-01     -0.0000    
       336          0.7750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.45000         0.45000           0.0000    -0.10800E-14     0.11250E-01     -0.0000    
       337          0.8250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.35000         0.35000           0.0000    -0.34506E-15     0.11250E-01     -0.0000    
       338          0.8750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.25000         0.25000           0.0000    -0.13806E-14     0.11250E-01     -0.0000    
       339          0.9250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.15000         0.15000           0.0000    -0.10782E-14     0.11250E-01     -0.0000    
       340          0.9750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         0.50000E-01     0.50000E-01       0.0000     0.44074E-15     0.11250E-01     -0.0000    
       341          1.0250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.50000E-01      0.0000           0.0000     0.13175E-14     0.11250E-01     -0.0000    
       342          1.0750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.15000          0.0000           0.0000    -0.85352E-16     0.11250E-01     -0.0000    
       343          1.1250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.25000          0.0000           0.0000     0.68070E-15     0.11250E-01     -0.0000    
       344          1.1750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.35000          0.0000           0.0000    -0.11718E-14     0.11250E-01     -0.0000    
       345          1.2250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.45000          0.0000           0.0000     0.66972E-15     0.11250E-01     -0.0000    
       346          1.2750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.55000          0.0000           0.0000     0.10212E-15     0.11250E-01      0.0000    
       347          1.3250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.65000          0.0000           0.0000     0.11903E-14     0.11250E-01      0.0000    
       348          1.3750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.75000          0.0000           0.0000     0.73052E-15     0.11250E-01      0.0000    
       349          1.4250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.85000          0.0000           0.0000     0.60103E-15     0.11250E-01      0.0000    
       350          1.4750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000        -0.95000          0.0000           0.0000     0.32522E-15     0.11250E-01      0.0000    
       351          1.5250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.0500          0.0000           0.0000     0.12936E-14     0.11250E-01      0.0000    
       352          1.5750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.1500          0.0000           0.0000     0.62842E-15     0.11250E-01      0.0000    
       353          1.6250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.2500          0.0000           0.0000     0.55412E-15     0.11250E-01      0.0000    
       354          1.6750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.3500          0.0000           0.0000    -0.23610E-15     0.11250E-01      0.0000    
       355          1.7250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.4500          0.0000           0.0000     0.20059E-14     0.11250E-01      0.0000    
       356          1.7750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.5500          0.0000           0.0000     0.57304E-16     0.11250E-01      0.0000    
       357          1.8250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.6500          0.0000           0.0000     0.16779E-14     0.11250E-01      0.0000    
       358          1.8750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.7500          0.0000           0.0000     0.13931E-14     0.11250E-01      0.0000    
       359          1.9250          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.8500          0.0000           0.0000     0.17668E-14     0.11250E-01      0.0000    
       360          1.9750          0.4250     0.0000     4.1500     1.0000     1.0000      0.0000         -1.9250          0.0000           0.0000    -0.84713E-15     0.11250E-01      0.0000    
       361          0.0250          0.4750     0.0000     4.1500     1.0000     1.0000      0.0000          1.9250          1.9250           0.0000     0.11777E-15     0.12500E-02     -0.0000    
       362          0.0750          0.4750     0.0000     4.1500     1.0000     1.0000      0.0000          1.8500          1.8500           0.0000    -0.77624E-16     0.12500E-02      0.0000    
       363          0.1250          0.4750     0.0000     4.1500     1.0000     1.0000      0.0000          1.7500          1.7500           0.0000    -0.13340E-14     0.12500E-02      0.0000    
       364          0.1750          0.4750     0.0000     4.1500     1.0000     1.0000      0.0000          1.6500          1.6500           0.0000    -0.72643E-15     0.12500E-02      0.0000    
       365          0.2250          0.4750     0.0000     4.1500     1.0000     1.0000      0.0000          1.5500          1.5500           0.0000    -0.30631E-15     0.12500E-02     -0.0000    
       366          0.2750          0.4750     0.0000     4.1500     1.0000     1.0000      0.0000          1.4500          1.4500           0.0000    -0.14032E-14     0.12500E-02     -0.0000    
       367          0.3250          0.4750     0.0000     4.1500     1.0000     1.0000      0.0000          1.3500          1.3500           0.0000     0.77848E-15     0.12500E-02     -0.0000    
       368          0.3750          0.4750     0.0000     4.1500     1.0000     1.0000      0.0000          1.2500          1.2500           0.0000    -0.11042E-14     0.12500E-02     -0.0000    
       369          0.4250          0.4750     0.0000     4.1500     1.0000     1.0000      0.0000          1.1500          1.1500           0.0000    -0.15072E-14     0.12500E-02     -0.0000    
       370          0.4750          0.4750     0.0000     4.1500     1.0000     1.0000      0.0000          1.0500          1.0500           0.0000     0.22589E-15     0.12500E-02     -0.0000    
