 Tempo totale (Ma):   0.000000
      Nodo              Coordinata X              Coordinata Y                Velocità X                Velocità Y               Temperatura
       391                   1.05000                   0.45000                   0.24750                   0.00000                   0.00000
       392                   1.10000                   0.45000                   0.24750                   0.00000                   0.00000
       393                   1.15000                   0.45000                   0.24750                   0.00000                   0.00000
       394                   1.20000                   0.45000                   0.24750                  -0.00000                   0.00000
       395                   1.25000                   0.45000                   0.24750                  -0.00000                   0.00000
       396                   1.30000                   0.45000                   0.24750                  -0.00000                   0.00000
       397                   1.35000                   0.45000                   0.24750                  -0.00000                   0.00000
       398                   1.40000                   0.45000                   0.24750                  -0.00000                   0.00000
       399                   1.45000                   0.45000                   0.24750                  -0.00000                   0.00000
       400                   1.50000                   0.45000                   0.24750                  -0.00000                   0.00000
       401                   1.55000                   0.45000                   0.24750                  -0.00000                   0.00000
       402                   1.60000                   0.45000                   0.24750                  -0.00000                   0.00000
       403                   1.65000                   0.45000                   0.24750                  -0.00000                   0.00000
       404                   1.70000                   0.45000                   0.24750                  -0.00000                   0.00000
       405                   1.75000                   0.45000                   0.24750                  -0.00000                   0.00000
       406                   1.80000                   0.45000                   0.24750                  -0.00000                   0.00000
       407                   1.85000                   0.45000                   0.24750                  -0.00000                   0.00000
       408                   1.90000                   0.45000                   0.24750                  -0.00000                   0.00000
       409                   1.95000                   0.45000                   0.24750                  -0.00000                   0.00000
       410                   2.00000                   0.45000                   0.24750                   0.00000                   0.00000
       411                   0.00000                   0.50000                   0.25000                   0.00000                3849.99984
       412                   0.05000                   0.50000                   0.25000                   0.00000                3774.99988
