 Tempo totale (Ma):   0.000000
  Elemento    Coordinata X    Coordinata Y         Hr       Cond.   Densità         Cp           alpha       Pressione  Pressione lito  Temperatura       Viscosità   Shear Heating     Ad. Heating
       296     850000.0000     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18725E+08     0.25969E+11    1300.0000     0.10000E+23     0.62320E-07     0.95645E-05
       297     883333.3333     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18540E+08     0.25969E+11    1300.0000     0.10000E+23     0.58278E-07     0.96788E-05
       298     916666.6667     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18397E+08     0.25969E+11    1300.0000     0.10000E+23     0.54208E-07     0.97632E-05
       299     950000.0000     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18301E+08     0.25969E+11    1300.0000     0.10000E+23     0.50956E-07     0.98188E-05
       300     983333.3333     712500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04    -0.18252E+08     0.25969E+11    1300.0000     0.10000E+23     0.49159E-07     0.98465E-05
       301      16666.6666     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36910E+08     0.22837E+11    1300.0000     0.10000E+21     0.13985E-08    -0.14824E-04
       302      50000.0000     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36907E+08     0.22837E+11    1300.0000     0.10000E+21     0.22368E-08    -0.14671E-04
       303      83333.3334     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36902E+08     0.22837E+11    1300.0000     0.10000E+21     0.40164E-08    -0.14364E-04
       304     116666.6666     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36895E+08     0.22837E+11    1300.0000     0.10000E+21     0.69516E-08    -0.13900E-04
       305     150000.0000     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36885E+08     0.22837E+11    1300.0000     0.10000E+21     0.11383E-07    -0.13272E-04
       306     183333.3334     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36873E+08     0.22837E+11    1300.0000     0.10000E+21     0.17800E-07    -0.12474E-04
       307     216666.6666     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36858E+08     0.22837E+11    1300.0000     0.10000E+21     0.26874E-07    -0.11498E-04
       308     250000.0000     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36841E+08     0.22837E+11    1300.0000     0.10000E+21     0.39497E-07    -0.10332E-04
       309     283333.3333     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36822E+08     0.22837E+11    1300.0000     0.10000E+21     0.56829E-07    -0.89663E-05
       310     316666.6666     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36800E+08     0.22837E+11    1300.0000     0.10000E+21     0.80352E-07    -0.73853E-05
       311     350000.0000     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36775E+08     0.22837E+11    1300.0000     0.10000E+21     0.11194E-06    -0.55739E-05
       312     383333.3333     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36749E+08     0.22837E+11    1300.0000     0.10000E+21     0.15392E-06    -0.35145E-05
       313     416666.6667     787500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36720E+08     0.22837E+11    1300.0000     0.10000E+21     0.20916E-06    -0.11880E-05
       314     450000.0000     787500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.36689E+08     0.22837E+11    1300.0000     0.10000E+21     0.28119E-06     0.14264E-05
       315     483333.3333     787500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.32864E+08     0.22833E+11    1300.0000     0.10000E+21     0.37422E-06     0.43517E-05
       316     516666.6666     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.25206E+08     0.23538E+11    1300.0000     0.10000E+23     0.25313E-07     0.63540E-05
       317     550000.0000     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.21241E+08     0.23534E+11    1300.0000     0.10000E+23     0.25027E-07     0.68778E-05
       318     583333.3333     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.20994E+08     0.23533E+11    1300.0000     0.10000E+23     0.29727E-07     0.73509E-05
       319     616666.6667     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.20713E+08     0.23533E+11    1300.0000     0.10000E+23     0.37517E-07     0.77750E-05
       320     650000.0000     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.20411E+08     0.23533E+11    1300.0000     0.10000E+23     0.46461E-07     0.81522E-05
       321     683333.3333     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.20099E+08     0.23533E+11    1300.0000     0.10000E+23     0.54862E-07     0.84849E-05
       322     716666.6667     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.19788E+08     0.23532E+11    1300.0000     0.10000E+23     0.61431E-07     0.87756E-05
       323     750000.0000     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.19486E+08     0.23532E+11    1300.0000     0.10000E+23     0.65429E-07     0.90266E-05
       324     783333.3333     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.19204E+08     0.23532E+11    1300.0000     0.10000E+23     0.66658E-07     0.92403E-05
       325     816666.6667     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.18948E+08     0.23531E+11    1300.0000     0.10000E+23     0.65404E-07     0.94189E-05
       326     850000.0000     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.18725E+08     0.23531E+11    1300.0000     0.10000E+23     0.62320E-07     0.95645E-05
       327     883333.3333     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.18540E+08     0.23531E+11    1300.0000     0.10000E+23     0.58278E-07     0.96788E-05
       328     916666.6667     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.18397E+08     0.23531E+11    1300.0000     0.10000E+23     0.54208E-07     0.97632E-05
       329     950000.0000     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.18301E+08     0.23531E+11    1300.0000     0.10000E+23     0.50956E-07     0.98188E-05
       330     983333.3333     787500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.18252E+08     0.23531E+11    1300.0000     0.10000E+23     0.49159E-07     0.98465E-05
       331      16666.6666     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11074E+09     0.20511E+11    1300.0000     0.10000E+21     0.11664E-07    -0.14488E-04
       332      50000.0000     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11073E+09     0.20511E+11    1300.0000     0.10000E+21     0.12187E-07    -0.14340E-04
       333      83333.3334     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11072E+09     0.20511E+11    1300.0000     0.10000E+21     0.13337E-07    -0.14041E-04
       334     116666.6666     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11070E+09     0.20511E+11    1300.0000     0.10000E+21     0.15335E-07    -0.13588E-04
       335     150000.0000     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11067E+09     0.20511E+11    1300.0000     0.10000E+21     0.18528E-07    -0.12977E-04
       336     183333.3334     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11063E+09     0.20511E+11    1300.0000     0.10000E+21     0.23419E-07    -0.12200E-04
       337     216666.6666     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11059E+09     0.20511E+11    1300.0000     0.10000E+21     0.30693E-07    -0.11248E-04
       338     250000.0000     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11054E+09     0.20511E+11    1300.0000     0.10000E+21     0.41263E-07    -0.10112E-04
       339     283333.3333     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11048E+09     0.20510E+11    1300.0000     0.10000E+21     0.56313E-07    -0.87797E-05
       340     316666.6666     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11041E+09     0.20510E+11    1300.0000     0.10000E+21     0.77356E-07    -0.72368E-05
       341     350000.0000     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11034E+09     0.20510E+11    1300.0000     0.10000E+21     0.10630E-06    -0.54679E-05
       342     383333.3333     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11026E+09     0.20510E+11    1300.0000     0.10000E+21     0.14551E-06    -0.34557E-05
       343     416666.6667     862500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11017E+09     0.20510E+11    1300.0000     0.10000E+21     0.19792E-06    -0.11811E-05
       344     450000.0000     862500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.11008E+09     0.20510E+11    1300.0000     0.10000E+21     0.26707E-06     0.13770E-05
       345     483333.3333     862500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.98676E+08     0.20499E+11    1300.0000     0.10000E+21     0.35726E-06     0.42410E-05
       346     516666.6666     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.75825E+08     0.21113E+11    1300.0000     0.10000E+23     0.21288E-06     0.62057E-05
       347     550000.0000     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.63952E+08     0.21101E+11    1300.0000     0.10000E+23     0.22228E-06     0.67261E-05
       348     583333.3333     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.63145E+08     0.21101E+11    1300.0000     0.10000E+23     0.24092E-06     0.71945E-05
       349     616666.6667     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.62241E+08     0.21100E+11    1300.0000     0.10000E+23     0.26583E-06     0.76129E-05
       350     650000.0000     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.61277E+08     0.21099E+11    1300.0000     0.10000E+23     0.29402E-06     0.79838E-05
       351     683333.3333     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.60286E+08     0.21098E+11    1300.0000     0.10000E+23     0.32275E-06     0.83100E-05
       352     716666.6667     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.59303E+08     0.21097E+11    1300.0000     0.10000E+23     0.34990E-06     0.85941E-05
       353     750000.0000     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.58355E+08     0.21096E+11    1300.0000     0.10000E+23     0.37396E-06     0.88387E-05
       354     783333.3333     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.57469E+08     0.21095E+11    1300.0000     0.10000E+23     0.39409E-06     0.90465E-05
       355     816666.6667     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.56668E+08     0.21094E+11    1300.0000     0.10000E+23     0.41000E-06     0.92198E-05
       356     850000.0000     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.55972E+08     0.21093E+11    1300.0000     0.10000E+23     0.42189E-06     0.93608E-05
       357     883333.3333     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.55396E+08     0.21093E+11    1300.0000     0.10000E+23     0.43026E-06     0.94712E-05
       358     916666.6667     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.54953E+08     0.21092E+11    1300.0000     0.10000E+23     0.43574E-06     0.95527E-05
       359     950000.0000     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.54652E+08     0.21092E+11    1300.0000     0.10000E+23     0.43898E-06     0.96064E-05
       360     983333.3333     862500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.54500E+08     0.21092E+11    1300.0000     0.10000E+23     0.44047E-06     0.96330E-05
       361      16666.6666     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18461E+09     0.18185E+11    1300.0000     0.10000E+21     0.31840E-07    -0.13820E-04
       362      50000.0000     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18460E+09     0.18185E+11    1300.0000     0.10000E+21     0.31760E-07    -0.13679E-04
       363      83333.3334     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18457E+09     0.18185E+11    1300.0000     0.10000E+21     0.31709E-07    -0.13396E-04
       364     116666.6666     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18454E+09     0.18185E+11    1300.0000     0.10000E+21     0.31915E-07    -0.12968E-04
       365     150000.0000     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18449E+09     0.18184E+11    1300.0000     0.10000E+21     0.32738E-07    -0.12389E-04
       366     183333.3334     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18443E+09     0.18184E+11    1300.0000     0.10000E+21     0.34700E-07    -0.11652E-04
       367     216666.6666     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18435E+09     0.18184E+11    1300.0000     0.10000E+21     0.38514E-07    -0.10750E-04
       368     250000.0000     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18427E+09     0.18184E+11    1300.0000     0.10000E+21     0.45126E-07    -0.96723E-05
       369     283333.3333     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18417E+09     0.18184E+11    1300.0000     0.10000E+21     0.55768E-07    -0.84066E-05
       370     316666.6666     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18406E+09     0.18184E+11    1300.0000     0.10000E+21     0.72012E-07    -0.69394E-05
       371     350000.0000     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18394E+09     0.18184E+11    1300.0000     0.10000E+21     0.95836E-07    -0.52552E-05
       372     383333.3333     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18380E+09     0.18184E+11    1300.0000     0.10000E+21     0.12969E-06    -0.33369E-05
       373     416666.6667     937500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18366E+09     0.18184E+11    1300.0000     0.10000E+21     0.17659E-06    -0.11653E-05
       374     450000.0000     937500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.18350E+09     0.18184E+11    1300.0000     0.10000E+21     0.24019E-06     0.12802E-05
       375     483333.3333     937500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.16473E+09     0.18165E+11    1300.0000     0.10000E+21     0.32487E-06     0.40223E-05
       376     516666.6666     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.12706E+09     0.18690E+11    1300.0000     0.10000E+23     0.57440E-06     0.59119E-05
       377     550000.0000     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.10734E+09     0.18670E+11    1300.0000     0.10000E+23     0.60619E-06     0.64248E-05
       378     583333.3333     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.10578E+09     0.18668E+11    1300.0000     0.10000E+23     0.65604E-06     0.68831E-05
       379     616666.6667     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.10406E+09     0.18667E+11    1300.0000     0.10000E+23     0.71822E-06     0.72897E-05
       380     650000.0000     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.10225E+09     0.18665E+11    1300.0000     0.10000E+23     0.78730E-06     0.76476E-05
       381     683333.3333     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.10041E+09     0.18663E+11    1300.0000     0.10000E+23     0.85865E-06     0.79603E-05
       382     716666.6667     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.98609E+08     0.18661E+11    1300.0000     0.10000E+23     0.92830E-06     0.82310E-05
       383     750000.0000     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.96881E+08     0.18659E+11    1300.0000     0.10000E+23     0.99324E-06     0.84628E-05
       384     783333.3333     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.95277E+08     0.18658E+11    1300.0000     0.10000E+23     0.10514E-05     0.86586E-05
       385     816666.6667     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.93833E+08     0.18656E+11    1300.0000     0.10000E+23     0.11015E-05     0.88212E-05
       386     850000.0000     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.92583E+08     0.18655E+11    1300.0000     0.10000E+23     0.11429E-05     0.89530E-05
       387     883333.3333     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.91553E+08     0.18654E+11    1300.0000     0.10000E+23     0.11756E-05     0.90559E-05
       388     916666.6667     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.90763E+08     0.18653E+11    1300.0000     0.10000E+23     0.11997E-05     0.91316E-05
       389     950000.0000     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.90227E+08     0.18653E+11    1300.0000     0.10000E+23     0.12155E-05     0.91814E-05
       390     983333.3333     937500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.89957E+08     0.18652E+11    1300.0000     0.10000E+23     0.12233E-05     0.92061E-05
       391      16666.6666    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25854E+09     0.15859E+11    1300.0000     0.10000E+21     0.61112E-07    -0.12825E-04
       392      50000.0000    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25853E+09     0.15859E+11    1300.0000     0.10000E+21     0.60203E-07    -0.12696E-04
       393      83333.3334    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25849E+09     0.15858E+11    1300.0000     0.10000E+21     0.58499E-07    -0.12436E-04
       394     116666.6666    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25844E+09     0.15858E+11    1300.0000     0.10000E+21     0.56230E-07    -0.12044E-04
       395     150000.0000    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25837E+09     0.15858E+11    1300.0000     0.10000E+21     0.53770E-07    -0.11512E-04
       396     183333.3334    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25828E+09     0.15858E+11    1300.0000     0.10000E+21     0.51657E-07    -0.10836E-04
       397     216666.6666    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25818E+09     0.15858E+11    1300.0000     0.10000E+21     0.50633E-07    -0.10006E-04
       398     250000.0000    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25806E+09     0.15858E+11    1300.0000     0.10000E+21     0.51689E-07    -0.90141E-05
       399     283333.3333    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25792E+09     0.15858E+11    1300.0000     0.10000E+21     0.56114E-07    -0.78472E-05
       400     316666.6666    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25777E+09     0.15858E+11    1300.0000     0.10000E+21     0.65562E-07    -0.64922E-05
       401     350000.0000    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25759E+09     0.15858E+11    1300.0000     0.10000E+21     0.82112E-07    -0.49339E-05
       402     383333.3333    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25741E+09     0.15857E+11    1300.0000     0.10000E+21     0.10835E-06    -0.31552E-05
       403     416666.6667    1012500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25720E+09     0.15857E+11    1300.0000     0.10000E+21     0.14742E-06    -0.11372E-05
       404     450000.0000    1012500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.25698E+09     0.15857E+11    1300.0000     0.10000E+21     0.20313E-06     0.11408E-05
       405     483333.3333    1012500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.23120E+09     0.15831E+11    1300.0000     0.10000E+21     0.28006E-06     0.37012E-05
       406     516666.6666    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.17932E+09     0.16267E+11    1300.0000     0.10000E+23     0.10823E-05     0.54781E-05
       407     550000.0000    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.15183E+09     0.16239E+11    1300.0000     0.10000E+23     0.11567E-05     0.59781E-05
       408     583333.3333    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.14915E+09     0.16237E+11    1300.0000     0.10000E+23     0.12614E-05     0.64198E-05
       409     616666.6667    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.14628E+09     0.16234E+11    1300.0000     0.10000E+23     0.13865E-05     0.68072E-05
       410     650000.0000    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.14332E+09     0.16231E+11    1300.0000     0.10000E+23     0.15230E-05     0.71446E-05
       411     683333.3333    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.14035E+09     0.16228E+11    1300.0000     0.10000E+23     0.16624E-05     0.74363E-05
       412     716666.6667    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.13746E+09     0.16225E+11    1300.0000     0.10000E+23     0.17982E-05     0.76863E-05
       413     750000.0000    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.13473E+09     0.16222E+11    1300.0000     0.10000E+23     0.19253E-05     0.78985E-05
       414     783333.3333    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.13222E+09     0.16220E+11    1300.0000     0.10000E+23     0.20401E-05     0.80763E-05
       415     816666.6667    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.12997E+09     0.16217E+11    1300.0000     0.10000E+23     0.21401E-05     0.82230E-05
       416     850000.0000    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.12804E+09     0.16216E+11    1300.0000     0.10000E+23     0.22239E-05     0.83411E-05
       417     883333.3333    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.12645E+09     0.16214E+11    1300.0000     0.10000E+23     0.22909E-05     0.84329E-05
       418     916666.6667    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.12524E+09     0.16213E+11    1300.0000     0.10000E+23     0.23409E-05     0.85002E-05
       419     950000.0000    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.12443E+09     0.16212E+11    1300.0000     0.10000E+23     0.23742E-05     0.85443E-05
       420     983333.3333    1012500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.12401E+09     0.16212E+11    1300.0000     0.10000E+23     0.23907E-05     0.85662E-05
       421      16666.6666    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33256E+09     0.13533E+11    1300.0000     0.10000E+21     0.98003E-07    -0.11514E-04
       422      50000.0000    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33254E+09     0.13533E+11    1300.0000     0.10000E+21     0.96134E-07    -0.11400E-04
       423      83333.3334    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33250E+09     0.13532E+11    1300.0000     0.10000E+21     0.92507E-07    -0.11171E-04
       424     116666.6666    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33243E+09     0.13532E+11    1300.0000     0.10000E+21     0.87351E-07    -0.10824E-04
       425     150000.0000    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33234E+09     0.13532E+11    1300.0000     0.10000E+21     0.81036E-07    -0.10354E-04
       426     183333.3334    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33223E+09     0.13532E+11    1300.0000     0.10000E+21     0.74106E-07    -0.97558E-05
       427     216666.6666    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33210E+09     0.13532E+11    1300.0000     0.10000E+21     0.67316E-07    -0.90208E-05
       428     250000.0000    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33194E+09     0.13532E+11    1300.0000     0.10000E+21     0.61688E-07    -0.81400E-05
       429     283333.3333    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33176E+09     0.13532E+11    1300.0000     0.10000E+21     0.58573E-07    -0.71021E-05
       430     316666.6666    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33156E+09     0.13532E+11    1300.0000     0.10000E+21     0.59716E-07    -0.58941E-05
       431     350000.0000    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33134E+09     0.13531E+11    1300.0000     0.10000E+21     0.67328E-07    -0.45012E-05
       432     383333.3333    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33109E+09     0.13531E+11    1300.0000     0.10000E+21     0.84149E-07    -0.29064E-05
       433     416666.6667    1087500.0000    -0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33083E+09     0.13531E+11    1300.0000     0.10000E+21     0.11356E-06    -0.10910E-05
       434     450000.0000    1087500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.33054E+09     0.13531E+11    1300.0000     0.10000E+21     0.15959E-06     0.96572E-06
       435     483333.3333    1087500.0000     0.0000     4.1500  3200.0000  1000.0000     0.30000E-04     0.29823E+09     0.13498E+11    1300.0000     0.10000E+21     0.22697E-06     0.32861E-05
       436     516666.6666    1087500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.23298E+09     0.13845E+11    1300.0000     0.10000E+23     0.16995E-05     0.49125E-05
       437     550000.0000    1087500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.19779E+09     0.13810E+11    1300.0000     0.10000E+23     0.18455E-05     0.53921E-05
       438     583333.3333    1087500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.19344E+09     0.13806E+11    1300.0000     0.10000E+23     0.20385E-05     0.58087E-05
       439     616666.6667    1087500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.18890E+09     0.13801E+11    1300.0000     0.10000E+23     0.22610E-05     0.61680E-05
       440     650000.0000    1087500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.18431E+09     0.13797E+11    1300.0000     0.10000E+23     0.24964E-05     0.64761E-05
       441     683333.3333    1087500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.17979E+09     0.13792E+11    1300.0000     0.10000E+23     0.27320E-05     0.67383E-05
       442     716666.6667    1087500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.17546E+09     0.13788E+11    1300.0000     0.10000E+23     0.29580E-05     0.69600E-05
       443     750000.0000    1087500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.17140E+09     0.13784E+11    1300.0000     0.10000E+23     0.31666E-05     0.71458E-05
       444     783333.3333    1087500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.16772E+09     0.13780E+11    1300.0000     0.10000E+23     0.33530E-05     0.72999E-05
       445     816666.6667    1087500.0000     0.0000     3.0300  3300.0000  1000.0000     0.30000E-04     0.16446E+09     0.13777E+11    1300.0000     0.10000E+23     0.35140E-05     0.74257E-05
